user_name,score,content
Alif Meivita,5,semenjak belajar dari Doulingo saya lebih lancar bahasa ingris
Hasbi Liverpool,5,"Belajar bahasa no.1 di dunia, mending di sini daripada les ( asal rutin loh ya )"
Imran Syeya Kaharu,5,bagus banget
Sekar,5,Bagus bangettt! jadi bisa belajar onlinee
Opang Opang,5,cepat tau bahasa Inggris
Putri Azmi,5,sangat memuaskan
Wafa Mutia,5,"aku sangat suka, aku bisa mengerjakan pr dri sklah"
Gabriella Siska,5,seruuuu tapi males
ds djagur,5,bagus
Raja Zenian,4,oke
achmad syafiq,5,Sangat bagus
Lilik Anggraini,5,"SERU BANGET!! akhir-akhir ini aku menjadi bisa bahasa Jepang, thank you DUOLINGO"
Havizah Dehliya,5,seru dan bagus banget
Zahra,5,bagusss banget cocok buat yg males belajar aplikasi ini bisa bantu kalian karna ada notif nya loh jadi kalian ga akan lupa buka aplikasi nya 😊 aku suka banget.
ilhamm,5,"aplikasi ini sangat bagus saya sudah memakainya 70hari lebih,dan dia sudah sangat membantu saya belajar bahasa inggris dan bermain catur ada berbagai bahasa terimakasih telah menemani saya tapi saya harus hapus karna ram saya sudah tidak sanggup lagi terimakasih"
Bintangbintang Bulanbulan,4,seharusnya ada bidang cara penulisan
biyangwatampone,5,baguss bangett sihh bergunaa nih💗
Dindha Achillya,5,Seruuu
wasito purnomo,5,karena mengandung pendidikan
Icca Icca,5,cocok banget untuk aku yang mau bahasa china bagus bnget suka sekarang aku udah bisa bahasa china makasih duolingo
Julianto hidayat,5,mantap tapi nyawa nya cepat habis
Muhamad Hafidz Fauzan,5,"bagus, namun di hp saya ini entah mengapa ketika menggunakan opsi untuk mengecek pertemanan. seringkali jadi crash 😭"
7B_19_Nela,4,budek banget njir🥲😭
Asyaa Asyaa,5,Sangat berguna dan membantu 🤍 karakternya juga lucu 🥰
Tanor Tanor,5,gk tau ah bagus aj menurut gw
aisyabella1410 bella,5,APLIKASINYA SANGAT MENYENANGKAN UNTUK BELAJAR
Rina Yuliana,5,🥳
Bilqis 1984,5,lumayan agak bisa
Yuda Pranata,5,yaya saya setuju!!
Farrel JoJo,5,ini bagus banget kalian wajib coba ini bisa offline juga dan ini asik:)
selvi shafira,5,"apk nya bagus bgttttt, aku sukaaa apalagi kalo cerita yg kaya gitu nyaa jadi kita bisa belajar bahasa apa aja, kita juga bisa punya banyak temen dari luar sanaa apalagi bikin runtunan bareng pokoknya seru banget dehhhh!!!"
Riski Isnani,5,aplikasinya cocok buat anak yang mau belajar bahasa
Firman Jolie,5,aplikasi ini membuat saya mengerti dengan bahasa Inggris
Nafis Ponsel,5,"sangat membantu untuk pemula, selain itu juga melancarkan percakapan bahasa Inggris ku"
Adibahkeishasabrika,5,Bagus
Wahyu Wulansari Sari,5,saya menjadi pribadi lebih pintar dan suka dengan permainan ini 💥👊🏻
Raisya Salsabila,5,"seru sih kita bisa gampang belajar bhasa apapun tpi untuk baterai pink nya lama bngt di isi, mngkn ini emg dri stu nya kli, tpi aplikasi nga seru+gambar nya lucu²"
Marcellino Geraldy,5,aku jadi tau arti nasi dari bahasa cina.
Muhammad Iib,5,karena seru tapi kok gk ada soal latihan mtk katanya ada
komang Riyan,5,good
Amara Lashira,4,bagus banget aku jadi ketagihan belajar nya😽😽✌️
Queen Azqiara,5,"ini bahus banget buat yang mau belajar secara gratis , dan baru belajar pertama kali bahasa negara asing"
Sumrotul Sa'adah,5,karena seru dan menyenangkan aku jadi lebih giat belajar terimakasih Duolingo
Wagito Wagito,5,seruuuuuu
Riz Al142,5,bagus
FADIL MUHAMMAD.M,5,mantap
Sempol Pempek,5,ini membuat ku makin semangat belajar dengan duolingo jangan lupa dowload ya!
Indra Pradita,5,sangat bagus untuk belajar
Dikhan Ms,5,good for learning language english
Miska Roza,5,"seru dan mudah di pahami, tapi kadang ada keliru yang agak berbeda dengan asli nya"
Irwan Setiawan,5,ini sangat seru dan bikin aku tambah pintar aku menyukai ini 😻
Lala Makkulau,5,sangat membantu dan menarik bintang 5!
Iluh sekar,5,bgus bgt suka
Arsya,4,bisa membantu😄
Muhammad Nugroho Ilhamsyah,5,worth it buat yang lagi belajar kosa kata bahasa Inggris 👍🏼👍🏼
liin Rafli wijaya,5,"saya sangat suka aplikasi ini,aplikasi ini sangat berguna untuk para pemula apalagi yng mau belajar bahasa apa aja disini semua ada"
Hilmy,5,aku jadi pintar berbagai bahasa
Danar ali,4,👍 bagus
Hafizah Hafizah,5,sukaa bgtt!
Ardyan Syah,2,Tidak ada bahasa yang saya tuju
Rafka,5,bagus untuk belajar bahasa asing
M Chandra,5,bagus dan membimbing
nabila Makaminang,5,𝗴𝗼𝗼𝗱 𝗮𝗻𝗱 𝗜 𝗹𝗶𝗸𝗲
Cristian Pnp,5,bagus
Rokan Hilir,5,baguuuussss bangeeet
Atha Faizi,5,"membantu kita untuk bisa mempelajari semua bahasa yang ada di dunia, terima kasih duolingo🙏"
Irfan Irfan,5,seruu
Humaira Nf,5,singkat padat bagus
Haryati Zakaria,5,cocok untuk belajar bahasa lain
Ayla Ayy,5,good
Revana Arcellia,5,"sukaa, bgtt"
Devina chaya Putri Aulia,5,sarana di duolingo itu bagus banget 💞
Sri widarti,5,enak baik tapi yang di layar hmmmm itu sih ganggu terus Duolingo imut juga gemas dan pokonya deh aku suka aku suka bangget pokoknya jadi aku lancar pada bahasa Jepang
Fira Sulistiawati,5,good
Airin Anindya,5,aku suka biar bisa belajar lebih baik
Arini Lestari putri,5,seru
Aming Kun,5,sangat menarik
Laurentius Keenan aji,5,Mantap💪👍
nazwaa 0514,5,bagus
Aisyhati Marwah,5,ini memang seru belajar sambil bermain tapi terkadang kesal karena berbayar
Raihan Arteta,5,mantap
Mascit 09,5,mantab
Vita hasibuan,5,duolingo bikin aku senang
Intan Sari,4,"suka banget,karna belajar nya asik ga ribet juga,tapi iklan nya kurangin dong,agak keganggu jadi nya tp overall udah bagus"
Zhafirahnur Faqihah,5,aplikasinya bagus dan menyenangkan
Aini,5,"bagus, dan bisa untuk belajar pelajaran yang saya tidak bisa"
Daffa Aldrich,4,seru sekali aku sangat senang sekali bisa bertemu gem ini terima kasih saya jadi sangat suka belajar dari sini terimakasih
Adit ya,5,bagus
Firyal ikramiya,5,jadi ketagihan karna belajar nya seru gak ngebosenin
Naila Orlin,5,bagus saya suka
Agung Raga panji,5,asik
Reigen Efata Mamesah,5,bagus bangett gratis lagi😚
Jazila Nahdliyah,5,aku bisa bahasa bahasa lain dan saya sangat menyukai Duolingo 🩷
syifa dhanty,4,bagus sekali rekomen
Tri Erlanti Pasiak,5,suka bngt ga repot² nulis b inggris
Ufok Arsya,4,"bagus banget mudah dan bisa cepat hapal , terimakasih ya duolingo 🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻"
Rasya Agusman,5,seruu
Ahmad Gulamsyah,5,belajar serasa main game
David Anthaghulam,5,seru jadi aku dan anaku bisa belajar bahasa inggris di sekolah👍
Shaqueena Nur Malaika,5,"cool, i love the characters ^_^ recommended for Everyone who cant do any languages :]"
erni napitupulu,4,bagus!
Bu Dayang,5,bgus aja sii🙌🏻
Fahreza Riski Cahya ramadhan,5,bisa membuat saya bisa bahasa jepang.お茶と水をお願いします
Resya Keyla azzahra,5,belajar disini enak seru lagi
Oppo Ponsel,5,aplikasi ini sangat seru dan aku bisa belajar berbagai macam bahasa
Madeowenandika,5,bagus bangeet
Ain Wmx,4,lumayan
Farel Febrianto,5,pelajaran nya berguna
Ichaa,5,karena membikin pintar
Elis Sobariah,5,"Bagus bgt sih ap nya buat belajar bahasa,Matematika,Musik,Catur tapi pas udh selesai Pelajaran mau ngambil XP tapi malah layar nya putih"
Zvijezda Zalfa,5,menyenangkan! dan bermanfaat!
sitihawa,4,min lu org indo ? btw sorry ya dulu gw kira ini apk jud** wkwkwkw. sorry
Aqeela Syauqia,5,bagus buat pelajarr
Febriski Saputra,5,bagus cuy gw rating bintang 🌟🌟🌟🌟🌟
Iis Mawarni,5,baik dan cocok untuk belajar bahasa dari berbagai negara
Marvel Devananda,5,Bisa Belajar Dengan Seru
Ermi Husna,5,metode belajarnya bagus 👍
Muhammad Fadli,4,belajar di duolingo itu tidak membosankan dikarenakan banyak cara yang dibuat menjadi menyenangkan
Wahyu Udoto,5,kerenn!!
Jamil Fikri,5,seru dan bisa mempercepat belajar bahasa inggris
Your Nightmare,1,"Terjemahannya jelek, pembelajarannya membosankan"
Bima Arkana putra,4,Membuat Pinter inggris
Fadillah Salam,5,keren
Rizal Tama,5,bagus sekali buat pemula sangat membantu
Daniel Tampanatu,5,berguna untuk pendidikan
Rizky Sihombing,3,"tiap selesai satu pelajaran iklan terus, iklan judol pulak. Suara karakternya kayak orang kumur-kumur"
Ciamik Shop,5,aku suka Duolingo sangat (aku suka sekali Duolingo)
Anisa Anis,5,seru
kharen Sion,5,duolingo very is nice and made kids smart
Medina Almira,5,aku jadinya bisa bahasa japan!!! harus download sihh
Moza Akira,5,bagus untuk orang yang belum bisa bahasa inggris
Andika Fajar Nurgani,5,aplikasi yang mantap
David budi Irawan,5,good game for brain
Muhammad Ikhsan,5,"bagus bgt apk nya buat yg mau belajar bahasa asing .....min tolong tambahin di store jualan double exp dong. di rank atas ( liga berlian ) butuh bgt itu min, biar makin gacor"
Novie Anggraeny,4,bagus efektif dan murah tapi ini pake AI jadi saya kurang merekomendasikan app ini untuk belajar udh gitu test bicara nya terlalu susah kalo udah unit 3
Nazwa,5,"AKU SUKA, INI BISA MEMBANTU SAYA UNTUK MENDAPATKAN PENGHARGAAN/SAYA JUGA TIDAK PERLU LES OFFLINE LAGI"
Ogen Briansyah,5,bagus untuk konsisten dalam belajar bahasa
Bahar Bahar,5,nice
rama choco,5,guru terbaik
Josua Sitanggang,5,aku sekarang bisa / lumanya bisa bahasa Inggris 👍👍
Fidya unusa,5,saya suka
Junira,5,aku sangat suka Duolingo
Ragana Ferdy,1,"padahal saya sudah mengaktifkan runtutan belajar, tapi di aplikasi dianggap tidak belajar. dan akhirnya terpaksa beli es pakai permata"
Satria,5,karna seru!
Yumna Riza,4,bagus! aku jadi lebih hafal! dan juga ada masalah sedikit... aku sudah menjawab pertanyaan dengan benar namun saat di periksa ternyata salah! padahal milk itu susu!!
Mudrikatul Munawwaroh,5,sangat cocok untuk belajar
Reyhan Wira,5,kerja bagus👍
Eva Mutiaroh,5,aplikasi ini sangat cerdas dengan saya menjadi lebih pintar dan cerdas
Muhammad Arif,5,"nice, i love it"
Grace Agung Da Costa,5,sangat bagus
Aldian Bayu Pribadi,5,Suka bgt ama duolingo pengen deh klo udh punya hp pas smp download lgi😁😁
Albi Ruhyandi,5,apk nya menarik banget saya sangat berterima kasih kepada yang membuat apk ini karena apk ini saya bisa belajar bahasa jepang walaupun sedikit sedikit
Tilo Hasdian,5,membantuku belajar bahasa inggris
Syakirah Nabilah,5,saya sangat menyukai nya karena saya bisa belajar bahasa apapun disini dan saya cepat bisa belajar bahasa dan disini belajar menjadi menyenangkan
Farah Nurlailiyah,3,semenjak diganti pake energi² bukan hati gabisa puas main duolingo ngerasa terbatas bangettt
Sargo Donomerto,5,aku jadi bisa bahasa inggris sekarang karena ada duolingo🥳🥳🥳
Ripan Ripan,3,aku suka belajar
Tristan zaraski harun,5,aplikasi ini bagus buat belajar bahasa inggris
Amelia Maharani Putri,5,"bagus bisa melatih keterampilan bahasa asing, aku suka karena aku bisa belajar bahasa Chinese di duolingo"
Talita Tita,5,Saya belajar bahasa baru disini! 🥳
Lala Lulu,5,dia membuat ku jago bahasa inggris dan lancar gomong bahasa inggris
Queenara Putri,5,ya senang aza belajar nanti juga lama lama malaz
Aqila Nurul,5,aplikasi ini cocok banget untuk anak anak dan bisa belajar😊😊😊❤️❤️
Quaneisha Aisy Nasywa,3,terlalu banyak iklan
Rahmat Fauzi,5,nice
Adam Reski Aprilian,4,good
Rindu Lovena,5,bermain sambil belajar bahasa
votex 45,5,asik banget aku jadi sering belajar bahasa inggris
Putri Vellycia Andreani,1,budeg banget orang pelafalannya udah bener disalahin kocak ni aplikasi
F Muhammad,5,sangat membantu saya
irwan robby,5,saya suka aplikasi ini karna bisa membantu saya belajar bahasa jepang
Faza Thania,5,membantu bangett🤩🤩
Rasya Pratama siahaan,5,saya lancar ngomong bahasa inggris karna menggunakan aplikasi ini
Ilham Dani,5,seruuu
Alberic Pradana,5,mantab sih ini. sangat berjasa
Prita Dwi Kartika Putri,5,suka bangettt sma duo
suci,5,sangat membantu dan menyenangkan! aku awalnya ga bisa bahasa Mandarin tetapi sekarang bisa karena pakai ini
Slamet Juliyanto,5,menyenangkan sekali and mudah di pahamii
DQrii_032,5,suka sama pengesahan permainan mreka😁👌
Said Riadi,5,makasih belajar gratis nya
Juekey sha,4,gambar streak nya bosan itu itu aja
rahma fidiyah,5,seru bangett
Rezkytukul #,5,"baru coba cihh, menarik juga"
Kang Santri,1,I've answered correctly but instead I get it wrong
Daffah,4,assalamu'alaikum menurut saya apk Duolingo ini cocok bagi semua kalangan udah belajar berbagai bahasa so tunggu apa lagi let's learn on Duolingo now
Nur 08,5,sangat bagus dan bisa bikin jadi pintar dan hebat aku sangat suka ini seru dan hebat banget
Nduqq Imupp,5,suka banget.
Husna Nana,5,Duolingo bikin aku makin semangat belajar dan sekarang aku udah bisa lumayan matematika
Davira Andara A,5,"belajar bahasa yang menyenangkan, jempol !!."
Enderi Susanto,5,seru banget sumpah
Payy,3,"tolong lahh itu yg pelajaran matematika, buat soal tambahan di akhir jgn dibuat suruh nebak tempat angkanyaa, ga perfect2 gw kocakk perkara bagian itu doangg☹️"
Zenkanee ',1,"penyakit dari dulu gak pernah bener, pronounce nya padahal dah bener masih aja salah, tingkatkan lagi kualitas soal yang menggunakan suara, udah bener aja masih disalahin. streak aku udah setengah tahun jadi aku paham penyakit ini dah dari lama"
BILQIS AZQILA,5,"BAGUSS, LOVEE DEHH🫶🏻"
Ararya Wijaya,5,ok
ria lusianawati,5,membantu kosakata bahasa inggris
Erick Cantona,4,keren apk nya
ahmad rizki nurdianto,4,hmmm ngga kasih bintang 5 karena dpt exp dan energi sedikit
Fiel Maulana,5,mantapp buat belajar
marchello gianino Gosal,5,mantap deh pokoknya Duolingo ternyata beneran gampang belajar disini
Rostyand Dondik,5,"Sangat sempurna di bidang level dasar, saran saya tingkatkan ke level yang lebih tinggi lagi."
Jizse Taegernan,5,sangat menyenangkan dan imut
Dian Saptorini,5,duolingo membikin saya pintar main catur!!
rokhmatu Imayah,5,sangat bagus
Haidil Fitra,5,bagus cara mengajar nya saya sangat suka
Stellaa,5,aplikasi ini bisa membuat ku berbicara menggunakan bahasa inggris
Fransiskus Frans,5,aplikasi sangat mantap dan sangat memperhatikan pemilik ya 👍
Azha Aditya,5,mudah dipahhami saya suka
Deras Astara,5,bantuin belajar bahasa Jerman!!
Rika Noviyani,5,bagus untuk belajar
kamelayunisa,4,"I hate the new energy system. Bring back the great, old heart system, please."
M. Al Reyzhar,5,bisa membuat aku menjadi pintar
Divyarindhria Kirana,2,"saya mau belajar bahasa tagalog, tapi malah belum tersedia, tambahin bahasa tagalog buat server indo ya"
Nadzifa Salsabila,5,saya baru 2 hari tapi dah oke lah bahasa Inggrisnya tapi belum tau semuanya ....
anisa irawati,4,sangat membantu
Rena putri lestari Putri,5,bisa mengajarkan aku bahasa Inggris dengan seru!
Ling Puttu,5,sangat bagus
Silvani Lbdu,4,nge bug gk jlas
Dimas Prastyo,5,bagus
ridwan san,5,mantap sekalii ni
IKHINtech Channel,5,menuju 1000 hari streak 🔥
Nafla Syakira Akaris,5,membantu untuk belajar bahasa negara lain
Dita Amelia,5,"REKOMEN BANGETT BUAT YANG MAU BELAJAR BAHASA LUARR, BELAJAR NYA SERUU BGT DAN GAMPANG DI PAHAMII, SUKAA BGTT DEHH AKUU BELAJAR BAHASA INGGRIS DI DUOLINGO😋💕"
Ardi Ramadian (Obex),1,"AI atau sistem di aplikasi sekarang dongo, belum sempat bicara, gak sampai 1 detik, jawaban langsung dianggap salah. bikin mood belajar hilang. :("
Elina,5,bagus untuk belajar bahasa yang diinginkan
Angelina Mesquita,5,bagus banget
Irena Irena,5,aplikasi ini sangat membantu untuk belajar bahasa asing
Forgotten,4,"saya tarik kata-kata saya emang belajar di duolingo menyenangkan tapi kenapa setiap latihan suara saya selalu salah? padahal saya sudah mengikuti apa yg di audio katakan,saya sudah mengatakan nya dengan keras tapi masih salah padahal saya sudah mengucapkan dengan benar."
Steven Yap,5,aplikasi ini sangat bagus saya saran kan yg ingin belajar bahasa luar
Kiki Wahyudi,5,bgss bngt bisa melatih pengucapan dan pelafan bahasa
Wijaya Ageng,5,bagus untuk belajar apalagi ada belajar catur dan semoga banyak grandmaster di Indonesia dan gak ada yang ngecheat seperti dewa kipas
agung sayang,4,bermanfaat untuk belajar bahasa Inggris
Mikha putri stevani Hutauruk,5,bisa belajar lebih giat kerena seruuu dan bermanfaat
Warung Lontong Bunderan,5,"SERU SERUU,awal awal susah cuma lama lama seruu,apalagi pas disuruh ulangi kata kata"
Maikel Emor,3,lumayan
Dwi adia,5,aplikasi ini sangat ber guna yg mau brlajar bahasa asing seperti inggris jermand spanyol jepang saya saranin pake ini
Sofi Salsabila,5,"bagus banget, aku belajar di duolingo langsung menghapal kosa kata nya dengan cepat"
Dewi Armayani,5,ini sangat bagus saya suka ini bisa membantu saya belajar bahasa apapun
Clarra Raisa,5,aplikasi nya sangat bagus
Ida Bagus Ketut Nugraha Putra,5,sangat membantu
Khazira Ramadhani,2,"mohon maaf ya sebenernya aplikasinya udah cukup bagus bagus banget malah cuman kenapa ada unsur lgbt, ga selalu muncul si cuman di beberapa misi itu muncul jujur aku pribadi ngrasa nggak nyaman ya karena kan ada banyak tu anak anak dibawah umur pake apk ini kalo mereka ngliat kek gitu terus mereka nganggep itu hal normal gimana? bahaya juga kalo dibawa di real life kecewa dikit padahal apk nya membantu banget, sorry but ini opini ku sendiri ya😔😔"
Vita Cantik,4,dengan duolingo aku bisa belajar bahasa Korea
widia mulyana,5,aplikasi ini sangat membantu saya belajar bahasa luar negri saya sangat suka! 💯🫶
Zaen Ayra,5,apk ini bagus bgt buat orang yang mau belajar bahasa Inggris dll buat pemula
Aku Orang,5,cepat faham
Muhammad Gamma,5,ini game belajar yang terseru bagi saya
Resky Amanda Rahayu. M,5,LOPEEEE DUOLINGO BAHASAAA KOREAAKUUU UDAHHH LUMAYAN LANCARR
Adila Putri,5,hal ini membuat belajar menjadi asyik dan seperti bermain game dan lain-lain
Zahra Aurelia Putri,5,seruuu bangett main ini aku jadi bisa bahasa inggris dulu nilai aku jelek di bawah kkm sekarang aku nilainya diatas 90
Mey Ay,5,ini benar benar membantu ku belajar lebih mudah dan menyenang kan
Fi And,4,menyenangkan
Muhamad Tobi,5,bagus apk nya
chnxria,3,"Ini duolingo kenapa ya? Saat saya hendak mengecek profil, tiba-tiba keluar aplikasi sendiri. Dulu karena masalah ini saya uninstall berharap di perbaiki. Terus hari ini saya coba instal lagi, dan masalahnya masih sama. Tolong perbaiki, ini membuat saya sangat tidak nyaman. Selebihnya sih oke-oke saja."
Nazwa Humaira,4,"udah bangus banget! but... kurang banyak gasih bahasa nyaa? bukan bukan! bukan berarti duolingo bahasa nya itu itu aja! tapii.. ada beberapa bahasa lain yang gaada.. salah satu nya tagalog, aku pengen banget belajar tagalog di duolingo 😿, overall semuanya udah bagus! 😼 cuma ada beberapa kali ngelag ajaa.. duolingo rajin update kok! updatenya juga lumayan membantu! semoga next update penambahan bahasa 🥹🥹 (ini amin paling serius 💔)"
Alvano Jalu,5,gokil bet cuy
Danny Fachriza,5,This is very good👍👍
Nikmah Permana,4,sangat bagus untuk belajar bahasa Inggris sebagai seruu bangett tapi mungkin di aku ngelag kali soalnya aku belum bisa catur aku udh liat playstore tapi ga ada tulisan update
Mira,5,nice
Azam Fahuq utama,5,bagus dan sangat membantu belajar setiap bahasa cocok untuk anak-anak yang masih sekolah atau berlibur
Radin Jafar Darmianto,5,hmm game nya seru dan menantang
Rahmad Al Akbar,4,bagus
Kenzie Filbert,5,bagus sekali untuk pelajar pelajar
Alfiana Ansari,5,game ini emang bagus walaupun ada iklan tidak apa-apa
Azam,5,bagus bagi pemula
Rojak Ocak,5,sangatttt baguss
Pini Helpia,5,"aplikasi yang sangat membantu untuk pemula maupun yang sudah bisa berbahasa Inggris,aplikasi ini juga begitu hebattt🥰"
Hanin Alfarissy,1,oscar sok asik
sultan Panjaitan,5,BAGUS SEKALI
Siswanto 123,4,meningkatkan ilmu ku!
Kenzio Malik,5,thanks you
Mas Egy,5,"bagus bangett, tapi kalau mau belajar bahasa jepang atau yg lainnya kan bisa, but bahasa bawaan dari apk ny itu bakal berubah otomatis ke bahas inggris, padahal temenku yg belajar bahasa Korea bisa loh bahasa apk nya itu bahasa Indonesia. so, aku perlu bisa lancar berbahasa inggris dulu sebelum aku belajar bahasa jepang. niatnya sih aku mau belajar bahasa jepang buat sambilan gitu, karna aku emang suka sama bahasa dan budaya nya. yaudah sih, berarti aku harus bener² bisa translate in bahasanya🙂"
dewi funk,5,ini nih apk paling berguna bisa nambah IQ gw apalagi bisa main catur
Aliyakhairunnisa,5,"suka banget sama duo🫶,skrng jadi lancar bahasa"
Annisa Rizqiana,5,seruuuu
Alika Cantik,5,aku senang mendapatkan aplikasi ini aku kira ini cuma aplikasi biasa dan adikku mendownload nya dan aku lihat itu sangat bagus aku sangat suka
Luzon Haruka,5,wow this so carzy
Gilang Ramadan,5,seru Dan bermanfaat
Colonel,5,Overall good. Tapi bisa tambahkan opsi untuk mengskip belajar huruf? Karena aku sudah tahu. Thanks
Azka Firdaus,5,sangat membantu untuk belajar
Shafira Putri,5,bagus jadi bisa bahasa inggris walaupun dikit dikit 😊
Hanan Hanan,5,Aplikasi ini sangat bagus untuk mengajari bahasa inggris ku!
Lutviaa,5,aku suka banget...aku jadi rajin belajar kalau pake ini aku jadi cepat memahami nya
Muhammad Rafli,5,bagus 👍
Kevin Adi p,5,bagus banget buat yang mau belajar bahasa Inggris
Ryan Kagimaru,5,this apk is so good job
Dika jr Dika jr,5,apk yang sungguh menguntungkan bagi pengguna apk ini sungguh luar biasa
Ishana,5,bagus karena bisa belajar bahasa bahasa yang ada di Duolingo
Muhammad Zaki,5,aplikasi ini sangat bagus untuk yang ingin belajar bahasa asing
Rizal Nurfadhil,5,"seru,buat belajar bahasa inggris"
Silvia Anthoneta Renhoard,5,good
Ragil Sartini,5,menyenangkan💕😍
sitimesyazahraaulia,5,baik
Lintang Ceria,5,Kita bisa belajar di sini dengan 2 tau nggak sih ini duolingo itu itu bisa banyak bahasa bisa bahasa Inggris bisa bahasa Papua bisa membantu banget
Rehan Afnan,4,bagus sekali
Raya Airin,5,aplikasi nya sangat bagus cocok untuk pemula yang ingin belajar bahasa asing
Isnaa Khairaaqilla,4,"bagus sih, cuma pas tes dari cara mendengar, selalu nge lag, suara nya gk muncul, jadi bingung dia ngomong apa, jadinya asal jawab, dan bunyi suaranya kalau keluar dari aplikasi nya."
Yuni Rachmawati,5,aku dapat menjelajahi bahasa inggris
Refalina Karnabi,5,sangat membantu sekali
tia lann,5,baguss
YPAI AT TAQWA,5,bagus
Khaylaa Wlee23,5,"dari awal aku cuma mau belajar bahasa Inggris tpi aku liat temenku belajar bahasa Mandarin di duolingo super amat seru aku lngsung ikuttt, the best duolingooo"
Aminah,5,"Duolingo aplikasi yang sangat bagus, kosakata mudah di pahami dan belajar terasa mudah. download Duolingo aja yah untuk belajar bahasa asing. beneran aplikasi yg sangat bagusssss...."
Pamingit Haryo Pikatan,5,seru dan 😎👍
Risa Turnip,5,aku suka banget duolingo ngajarin aku main catur.dari awalnya aku gak tau apa² tentang catur jadi paham
Adinda Farah Salsabila Effendy,1,"aneh, sering bgt nge bug apk nya, pdhl udah aku uninstall tapi widget nya tetep ada di layar utama ku, bikin hp ku rusak saja, tolong diperbaiki bug seperti ini."
kim ket,5,bagus bgt😍
Kamilah Raziq,5,menyenangkan dengan animasi lucu
Alisha Wilda,5,"Duolingo sangat bagus sekali, aplagi untuk pemula seperti ku."
vina Inna,5,Sangat bagus untuk belajar bahasa
Azka Fredy,5,Lumayan buat latihan bhs Inggris 😀
Felicia Ivana,5,aku sukaa
Lia azizah,5,berguna
AMIRA Ainun,5,game nya seru dan juga mengajari anak bahasa Inggris ♥️
Abell Imut,4,aku memang mau belajar dan latihan untuk dapat nilai seratus
Ashya rizz,5,i luv duo!
Teguh Teguh,1,"bug bejibun, Jawaban salah seharusnya benar, Jawaban tidak sesuai dengan soal, halaman stuck tidak bisa dilanjutkan,"
Inna Idris,5,seru terus bisa lancar bahasa Inggris insya allah semoga lebih seru
cesar zulfikar,5,"aplikasi sangat bagus, dan saya suka lama lama saya bisa belajar bahasa inggris dengan mudah"
Febri Seri,5,gampang dimengerti
Fatimah Izkiyah,5,"bagus dan bermanfaat untuk kami!, lain kali kurangi........ iklan"
Muhammad Al Azam,5,sangat bagus bisa belajar bahasa yang aku inginkan
Alwan Sandi firdaus,5,bagus
Waradanis,5,sangat seru
ayu romeesa,5,duolingo membuat aku manjadi lebih pintar
Irham Hayati,5,seru ada ceritanya
Panggilsaya Alex,2,kurang menarik
Dewi Ayu Larasati,5,sukak
Abdul Fatah,5,aku suka
Aris Aditya,5,bisa buat belajar bisa belajar banyak hal seperti catur lagu matematika dan bahasa seru banget
Caitlyn Tan,4,gak bisa buat main lagi KLO udh main 1 kali KLO mau main 2 kali lagi itu gak bisa mesti bayar 😭.Tapi sih bagus ya aplikasinya . Tapi pelajaran nya diulang ulang terus sampai 6 kali sih🥲. Tapi gpp lah aplikasinya juga bagus juga gak jelek -jelek banget sih 😁.Untung gak bayar sih 🥰
Ara Emojicat,5,Bagus! pengetahuan bahasa inggris ku jadi makin banyak!
eyganth maygananta,5,Ini sangat membantu untuk bahasa inggris yang susah
Sapa Yuki,4,bagus banget tapi kalo soal iklan yg sering muncul tiba-tiba itu annoying
amanda natasya 9G,5,apk duolingo ini nge bantu aku bangetttt🥹🫶🏻🫶🏻
Santi Tya,5,sangat bagusss
Irfan Maulana,5,"bagus sekali, metode pembelajarannya sangat efektif"
syaqilla santoso84,5,aku suka bgt doain aku biar sukses yaaa Duolingo.
Zis Zusss,5,"keren banget aplikasinya, bikin kita pelan pelan paham bahasa Inggris"
Olivia,5,"bisa bantu belajarrrr, apk nya seru jugaaaaa 🤭🤭🤭🤭"
Qisti NurulFadilah,5,ini sangat seru untuk meluangkan waktu
Rahmat Fauzi,5,sangat bagus
Anggitalia Astuti,5,bagus untuk belajar
Semesta Dini,5,Aku suka karna bisa melatih otak ku
Mahira 6617,5,pokoknya hebatt banget aku jadi bisa ngomong bahasa Inggris
Iyan Dermawan,5,aku suka banget
Iwan Lesmana,5,aplikasi nya seru dan mudah jadi aku kasih bintang 🌟 lima
Kholifaa,5,hmm aku bisa bahasa spanyol gara gara apk ini
Orlando Surbakti,5,🫵😸👍
Gunawan Setiawan,5,ok
Anisa Dona,5,"seru, bisa belajar, seru seruan,ya begitulah, duolingo seru,,, cuma pas belajar misalnya yaaa ""goodbye"" aku coba ngomong goodbye itu katanya salah gimana yaa"
Annasya Merona,5,karena cocok buat anak-anak yang masih dini:3
Assya Enda,5,inti nya uwaw
Kharisma Chandra,5,seru dan bagus tidak bikin radiasi
Darli Herĺon,4,game ini sangat bermanfaat dan bikin pandai bahasa inggris🙂🙃
Khansa Shidqiya,5,gamenya seru biasanya aku malas belajar tetapi setelah belajar dengan duolingo aku jadi semakin semangat untuk belajar....
Nasihuy Alex_amin,5,bagus.
Charli Lera,5,good
Dona Ade dinda,4,keren banget
Des,4,aplikasi yang bagus untuk belajar secara pelan-pelan sehingga tidak lupa kosa katanya... menarik
