user_name,score,content
Muhammad Sobirin,5,praktis
Enden 185,4,simpel praktis dan mudah👍
Yeni Rahmania,5,muantap
gita puspitasari,5,bagus
Adiva Septa,5,tanpa kode ottp
nazril Wijaya,5,sngat membantu
Masmis Pitak,5,ok
Hana Jariyati,5,"saya kasih bintang 5,biar fitur dana cicilnya muncul"
Beti Sonia,5,lancar kirim uang nya
Asp Asp,5,ok
Su Karno,3,konternya susah
Tiyo Bd,5,lemot
Arga Winata,5,sangat membantu dalam proses teransfer good lah
erick global,5,nice
Jastin Kumesan,5,bagus
Pihaki Haki,5,bagus dan terpercaya 🥰🥰🥰
Lopesxxx,3,baik
Ilham Ilham,3,apk nya bagus cuman aku agak kesal masa saldo dana ku hilang sendiri 33k lagi padahal belum beli apa apa udh hilang aja itu dana
Rahmat Hidayat,5,Mantap
Sarta Danuarta,5,subhannallah
Muhammad Dzikron,5,sangat membantu
Dian Azhari,5,mantap
Sakur Safira,5,sangat membantu
aditya Gilang,1,sudah bertahun tahun dana cicil gak ada saya padahal transaksi. tiap hari
Sugiyarto yarto,5,sangat membantu sekali..
Muhammad Syaeroji,5,enak
Sapuri (Tolay),1,"sangat buruk di saat yg lain ada dana cicil dana instan,punya saya malah ga ada padahal transaksi begitu besar"
Dena Mahdalena,5,pakai apk dana sudah lama . masak fitur dana instan tidak muncul
Alfian sunaryo Sunaryo,5,👍
Yahya Yahya,5,mantap
Rojak Jack,5,sip mantap
Mr. Rafan Alias AL-fatih,5,"cepat da tepat alhamdulillah, mudah dan efektif"
Rizki Yadi,1,ganguan dan lambat masuk atau terkirim
Nikoyolah Niko,5,sangatt membantu sekali
Nayasa 1302,3,gmpng digunain cepet ngirim cuma kadang suka lemot buat transaksi
Dedek Wahyudi,5,bos q bagai mana cara registrasi dana cicil
Misnawati Dente,5,mantap
Heri Supriatna,5,sangat puas dengan adanya dana
Hasibuan Nasution,5,mantap
Roncel Manggar,1,kenapa harus di adakan aplikasi ini kalo gak bisa ngirim harus prefikasi ke premium udah gitu nggu lama..persetujuan nya gak seperti apliksi lainnya..Tolong la admin di perbaiki lebih cepat lagi terima kasih
icay,1,"aplikasi ketinggalan zaman adain fitur print struk dong, apk yang lain sudah ada fitur itu"
Adit Dii,2,"kenapa ya dana cicil punya gw gk muncul"""
Hujni Hujaeni,5,ok siip sangat membantu
Mohammad Ridwan Iwan,5,sangat suka bangt
Mikha Damanik,1,"Tim dana tidak bisa membantu keluhan konsumen, saya sangat kecewa menggunakan aplikasi ini."
Nanang,4,terlalu sering notofikasi bikin kaget
Merra King,5,memuaskan
Affan Zahib,5,sangat bermanfaat saat bertransaksi
Dion,1,"akun dana mulai marak di gunakan para penipu sebagai media transfer, karena proses report di dana sangat sulit, tidak mudah buat korban melaporkan nomor2 akun penipu, jadi pengguna dana harus ekstra berhati-hati bila melakukan transaksi transfer ke akun dana orang lain, lebih baik minta nomor rekening saja, karena sistem di aplikasi DANA tidak memberikan fasilitas yang mudah bagi pengguna nya yg menjadi korban penipuan, benar-benar sangat sulit melaporkan nomor dana yang melakukan penipuan."
RENZO Asep 123,5,sangat membantu
Raden Agoes,5,Lebih mudah pake dana
Pratiwi Putri AudiNingsih,2,ribet bngt mau payment pke dana. udh 3x verifikasi ttp aja ga nyambung2. akun nya.
Dayat rima,5,baik
Panji Wicaksono,5,oke baik
Dimsummamtai,1,"tolong kali untuk admin dana ,saya GK pernah telat bayar dana cicil,TPI kenapa berapa bulan ini dana cicil saya tidak bisa di pakai,padalan sudah bolak balik verifikasi wajah,tpy tetap sama aja GK bisa di gunakan,tolong bantuan nya,kalau memang enggak bisa di pakai kenapa Masi ad gitu dana cicil ? tolong bantuan nya trus kenapa juga dana instan tida bisa di gunakan?"
Lalu Panji,5,aman dan cepet transaksinya. Bagus banget
ACG TSM,2,Gimana sih gak bisa scan barcode ..mesti foto dulu.. udh gtu sesama dana sulit kirim saldo cih..boro2 mudah malah mempersulit
Ryan Saefatu,5,sangat membantu
Faisalismailrichad Faisal,5,sangat mantap
Karman Hardianto,5,Mantap
YG Syahril,5,"Mau kirim uang, tarik tunai atau bayar belanjaan sejauh ini lancar."
Aku Ganteng,1,Mau login kena notif jaringan bermasalah mulu. trus kapan saya bisa login? gajelas banget. ini sinyal full bar paket data & wifi juga sama. aneh dah apk ini
Tibob Pkp,5,sangat bagus
Setyo Mangkunegara,4,"padahal saya sudah up dana premium tapi gabisa akses dana bisnis, mohon untuk diperbaiki"
Yuyun Yuniar,5,memuaskan ❤️
Liana Haechan,4,lu premium lu aman
Bayu Alsaki,5,nyaman dan fleksibel.mantap...
Ilham,5,mantap
Lova Lovelove,5,tolong aktifkan fitur dana cicil saya
Arya Ibrahim,5,ok
Irwan Laia20,5,dana menjaga uang simpanan kita. respect
Gamer Pubg,4,mantaplah
ariadin adin,5,sangat membantu
Lalu Maskub,5,"mudah, cepat dan aman"
Amrul Akbar,3,mantap
Mandalahi Manda,5,Bagus
Ardiansyah Putra,4,"sangat puas, aplikasinya GK ribet mudah di pahami"
03_Aila Nafasya Pranowo,3,ga suka banget apa apa harus premium
Muhammad Sukriadi,5,sangatttt baguss
Empay Aja,4,bagus
Muhammad Rifqi,5,amanah
Udung Udung,1,saya gk bisa pake dana cicil
Tolib Tolib,5,apk ini sangat membantu saya
Azumaki Naruto,5,sangat membantu
agngmlnarhmnz,2,"dana ada yang bobol tiba tiba isi pulsa sendiri uang 500 baru disimpen 3 jam langsung hangus beli pulsa, nomor tidak dikenall Dana mangkin kesini mangkin kesana"
Catra,5,bagus
Aulia Rahman,5,Kenapa akun dana saya terputus dari akun prakerja mau nyambungin gak bisa
Ezaa Pratama,5,"kasih bintang 5 buat dana karena fitur dana instan berguna banget njir apalagi limit sampe 20 juta xixi,thankyou so much for DANA🔥"
Puput Sherif Mohamed Ahmed,5,sangat membantu
Haikal Ikal,5,sportif
Windo Pro,5,mantap
Fayolla Michaela,5,good
An Kome,5,bagus
Dwi Sulistiana,5,sangat baik
Auliya,5,bagus banget
Rinto Neglasariagr,5,puas
Ras Mia,5,bagus
Holidbae,5,saya mau bayar lewat qris selalu gagal
VIP Indira.p,2,sekarang dana cicil ngga bisa digunakan kenapa
Chord Gitar,1,"Saya mau pengaduan verifikasi wajah saya gak bisa, karna sudah dibuat eror oleh hacker, saya mau minta pemulihan kepada pihak DANA tapi tidak ada solusi gimana cara ngatasinya"
Bagus Setyo,5,mantap
Ibrahim,5,aplikasi ini bagus namun aplikasi saya tidak ada fitur dana cicil walaupun sudah premium
Rukmini Mini,5,memudahkan sekali
adnan algifahry,5,mantap aku suka banget
Su Si,5,saya sangat puas dengan aplikasi ini
Noval Jawa,4,sangat membantu saya
Gunawan Guna,5,sangat baguss aplikasi dana terbaik...
Raja Aa,5,Dana mantap
Andro Wansyah,5,baik
Hafidz Ammar Athaya,4,bagus cuman suka patah²
Mahera Peulalu,5,aplikasi anj
Cahya Mukaromah,5,sangat bermanfaat
Andrian Gamming,1,bikin fitur dana cicil ribet bngt tidak tersedia terus padahal cicilan di bayar Mulu ada in lah fitur chat cs bukan nya bot aneh! live chat cs ga ada kocak bngt ga niat bikin fitur dana cicil jngn di sediain lah aneh!!!
Putra Perwira,5,Semoga berkah apl nya. Ammin
wahyu kece,5,saya sangat suka
Joko Jokojoko,4,bagus dan cepst
Salfa Yanti,5,mantap
Andi Bowo,5,ok
Enda Kristina,5,sering gangguan tolong di benarkan
Aditya Adit,2,tolong lah dana lbih teliti saya simpan dana ku ke dana+ tapi saya mau tarik kembali ke dana biasa biar buat bli pulsa telkom ngga bisa harus sidik wajah terus dan gua tau gua udh lbih jelek dari dulu jdi udh ngga bisa ke detect muka gua. jadi tolong jng sidik wajah aja yang ditaruh didana+ buat penarikan tapi sandi nomor juga yg disimpan. padhal gua udh hapus juga loh sidik wajah gua dari dlu karna resah gua ngga pernah ke detect wajah ku. lu kira wajah ngga bisa berubah dongo bet.tdk ada otak
AKUN 1,5,saya sengaja bikin bintang 5 biar di baca. kenapa saya bikin dana bisnis cetak qris nya lama mohon di perbaiki lah saya mau buka usaha jdi males karna qris saya belum di cetak
Irfan KKDM,5,"DANA BISNIS saya saldo tidak bisa dicairkan, sudah verifikasi akun tetap gagal terus gimana ini cara?"
OppoA1k,5,"uda oke semua sii ini aplikasi, tapi tolong dong tambahin fitur sidik jari kalo mau transaksi biar ga terlalu ribett"
Rinaldi,5,sangat bagus dan mudah di gunakan untuk berbelanja
Isma Yantii05,4,bagus tapi suka lambat prosesnya
Doli Putra utama,5,bagus
Anggi Sitinjak,1,hape hilang nomor hilang sehingga tidak bisa menerima kode otp lagi sudah 2 bulan chat diana katanya nunggu diproses nnti di kabari lewat gmail sudah 2 bulan lebih gdk jawaban
Asang 228686,3,kurang baik
Yusup,5,mantp dan puwas
Nicodemus Soplantila,5,Transaksi lancar dan enak..
Nor Halimah,5,"klu liat detail g bsa setelah transfer, bagaimna cara"
Sariyo Iyo,5,sangat membantu
Tisna Suntana,5,aplikasi yang membantu sekali
Ihsan Ramadhan,5,Saya pengguna dana udaha lama
Suci amelia,5,bagus aman
Awa Abizhar123,4,ok
ahmad danu winanjar,1,"makin kesini,makin gak ngotak,dana...harus transaksi pake,pulsa..kalo wifi gak bisa,,buat transaksi. .apl tambah,,gila..."
adel cell,4,ok
febri kurniawan,5,puas dengan pelayanannya
Rohani Diah,5,mantaaap👍👍
Faaiz Hamdan,5,perfect
Buhang Any,5,sanggat bagus
Suci Mawardani,1,biasanya gk pernah ada kendala apapun. transaksi tidak berhasil tapi uangnya sudah berkurang. responnya tidak ada refund uang. jadi buruk sistemnya!
Mas Bennu,5,puas
Yopi Sangkot21,5,bagus kalau di acc dana cicil
Muhamad Alfarizi,5,sangat baik
Ahmad Regal,5,alhamdulilah
Aisyah Carwash,1,"awal"" potongan nya cuma 500 rupiah. sekarang sudah naik jauh. auto hapus aplikasi"
Gatau Gabut,5,keren
Usup Roleng,5,mantap skli
Tukilah,5,jos
mikael dayko mikael dayko,1,"rugi banget,,..udah saldo tinggal sikit malah di potong, mana bukan sikit di potong nya"
AldiiFirmansyah,5,"aplikasi bagus, gampang di akses"
ocoy rembo,5,mantul
Andes Yulia Saragi,5,bagus
Endang Koesnara,5,mantap lancar abiss.
Ginting Jiwa,5,bagus sekali mantap
zeliano gats,2,"kenapa saya tidak bisa menggunakan dana cicil, selalu transaksi pakai dana,dan saat saya kepepet masih belum bisa,saya sangat kecewa dengan hal ini"
Dimas Aditana,2,"gangguan mulu noh kaga bisa klik transfer samsek mana lama lagi, udah gitu kaga ada keterangan kesalahan teknis/lagi repair gini kan jadi males safe disini trus juga dana udah dari lama jadi e wallet sehari hari gw tapi kenapa gangguannya kurang jelas mulu kek hubungan gw Ama dia yang gatau arahnya gimana. oiya ini gw ngomel pas mau bayar makan, pemilik toko kaga ada qris trus juga kadang dibikin lama pas lagi tarik saldo di outlet terdekat bikin malu aja gw lama nungguin ampe kasirnya kesel ndr"
kir dan,1,"saya sudah tidak isi saldo dana lagi karena dana cicil selalu tidak tersedia padahal masih ada limit 100rb, ini bentuk protes saya terhadap dana"
Anwar Matte,5,sangat memuaskan
Izrah Syahputra,5,ok
Samoray Bll,5,Lima Bintang
Ridho,5,sangat bagus
Faisal Arizki,1,dana gua di sedot mulu kalian mending gausah dnlod
Supriyadi Bwi,5,aplikasi yg kerren
Herkulanus Imo,5,bagus si
Afdal Iyako555,1,dana lagi rusak
Poetra Sundathea02,5,mntap
Edi Riwanto m,5,bagus
Mnj,5,ok
Hengky Ardiles,5,mantap
OR 65G,1,"tanggal 18 april 2026 saya membeli tiket nonton 2 tiket, total nominal 98.000 dengan iming"" dapat cashback 20.000 untuk minimal transaksi 80.000. sampai dengan tanggal 20 april 2026, cashback tidak masuk juga, dan saya tanyakan ke layanan customer service melalui chat online DIANA. permasalahan belum terselesaikan, tetapi chat di akhiri sepihak oleh CS. apakah ini permainan baru dalam mencuri uang digital dalam bentuk cashback ? tolong ditindak lanjut oleh pihak management aplikasi DANA."
Ladi iswoyo,5,👍
Karta wijaya Karta,5,sangat cocok
Aden Piero,5,Komplit dan bikin sglanya jg mudah
Huri Rembo,5,top
dian grab,5,mantap dan terukur puas
Irawan Irawan,5,ok
Tyara 2006,5,saya suka
Queisha Arkana,1,"saldo sering hilang akun gampang terkena hack,aplikasi ini tidak aman"
nicky nur hamzah,1,gangguan. mulu
Wanty Pangestu,5,bagus
Cahya Di02,3,kenapa saya gk ada dana instan
Agus Munandar,1,mantap
Anggun Nitasari,5,transaksi cepat dan mudah
fita maharani,3,"apaasihhhh udah d upgrade ke premium knpa.masihhh gbisa tf,pdhal udah d updatee jugaaa"
Mata Fakta,1,"adaa yang bisaa bantu gaa sayaa salah tranfer ke no danaa yang tidak aktif , live chat di dana yang bls nyaa robot , telpon call center belum adaa jugaa jawaban mintaa tolong sangat 🙏🙏"
sanusi mei,4,the best mantap...
Sam Sudin,5,oky
Anisa,5,ok
Bintang Alvaro,1,"akun dikunci dengan alasan TDK jelas,,"
Asep Rohman,5,sangat membantu sekali
Babang Rooney Roni,5,Dana memang mantap. tPi tolong aktifkan kembali dana cicil saya min🙏🙏
Barev Rusdianto,5,mudah & cepat
Ramdani Iki,5,baik
Aaa 3dimensi,5,mantap
Hermansyah Hanan,5,mantap
Askar Azis,5,very good
Yuyun Yuningsih,5,sangat mmbantu
Indira Alvianisa,5,sangat bagus
Triana Amelia,5,bagus tapi pernah sekali saya membuka dana dan hp saya malah ngecrash sehingga harus direset data-datanya
Handika Zaqin,2,"saya ganti hp, kebetulan nomor dana saya sudah lama hilang, pas masuk akun pake hp baru, saya di minta pin dari hp Vivo v110 , padahal hp baru yg saya gunakan Tecno spark 20 pro plus, saya tidak paham dengan sistem aplikasi DANA, bener bener kecewa"
Mhw Iqbal_94,2,tolong munculkan dana instan di akun dana saya
Memek Pink,5,terbail
Agung Nh,5,lumayan
Ok Ko,5,"akun dana saya sudah premium, tapi kenapa pas saya mau verifikasi di dana bisnis proses nya lama sekali yaa?? sudah lebih dari 4hari belum di verifikasi, tolong segera di selesaikan, saya mau cetak qris untuk berjualan"
ayu lestary,3,dana saya kenapa gabisa pakai data seluler ya harus slalu pakai wifi atau hospot
Xaxier Novembra,5,udah lebiih dari 5thn tpi ga pernah dpt fitur dana cicil atau dana instan
MJ HERU MARWANTO IR (IPUNK),5,terapkan yang sebenarnya
erick yanuar,5,Joss Transaksi Amanah👍👍
Kiki Atok,5,jos jos
Safda Indriani,5,"apaa""n niih dana main potong saldo saya saya,, saya tidak melakukan transaksi lewat google,, mana transaksi di jam 3 pagii, saya lagi tidur, kenapa transaksi nya bisa sukses, saya saja tidak memasukan pin?? sangaatt sangaatt tidak aman di Dana"
FRANSISKUS Fran,5,saya sangat puas bertransaksi di dana
Muhammad Zaky.R,5,bikin mudah untuk semua
Irwan Ardiansyah,5,keren
Putra Darmawan,5,sangat membantu
Ido Sokasari,5,memuaskan
Muhammad iqbal69,5,cara memunculkan dana instan
Rahmat Dani,1,gak bisa login
Evi Pasaribu,5,aman dan terpercaya
Rosnawati Rosna,2,"ngak jelas,,saya sudah satu bulan ngak bisa melakukan transaksi,,buat laporan hampir tiap hari tapih juga tidak di perbaiki"
H.atharbiyan 20,5,ok
arwenda kanada usman,5,"bagus sekali,sangat puas dng aplikasi ini"
Atin Atin,5,luar biasa
Neni Sefriyanti,5,pelayanan cepat
Rhan Fahrezi,5,"tolong min saldo orang itu di jaga bener""tidakkk amannn aplikasi butut jelekkk sering bangett kesedot otomatiss aplikasi butut tolong min perbaiki"
Mama Zahdan,2,apikas yang bagus
Chibob,5,👍👍👍👍
Nova Yanti,5,sangat baikkkkk
Rediaryadi 21,5,Ok
Heri Amdani,5,sangat mmbantu
Mahesa Jendra,5,good
Damar Azzahra,3,kenapa saya tidak bisa mengakses dana cicil. padahal saya sering menggunakan apk dana ini
Hendrawijaya wijaya,1,mohon bantuannya dana cicil tidak ada di menu saya mohon bantuannya
Farel Airlangga,5,bagus
Sri hartatik,5,cepat dan aman
mul yono,5,oke saya suka
Tamba Parna,5,👍👍👍
Agus Suga,5,lebih mudah
Rohana Hana,5,bagus
Ari Irawan,1,kurang baik aplikasi ini 👎👎👎👎
Putri Eka,2,"apk nya minus banget , ngga bisa tarik tunai kalo ngga update , bagusan apk gopay tanpa update yg penting ada nomor hp aja"
Trisma Hallu,5,bagis
Pasaaa,2,"untuk pembayaran qris jujur ini aplikasi sangat cepat, tapi untuk yang lainnya sangat tidak direkomendasikan. gw mau up ke dana premium selalu aja ada masalah dengan verifikasi wajah, entah itu dikamera error, atau bahkan DANA yang tiba tiba ngelag dan ghost touch. customer service lambat, dan bahkan selalu memberikan solusi yang sama setiap sama menyampaikan kendala. mohon saya minta perbaikannya secepat mungkin!"
Alvitto Wibby,5,ok
Goni Tulung,5,mantap 😋
yudi kainam,5,transaksi sangat mudah
Jajang siswanto,4,baik bgt
Kurniawan Astra,5,"mantap,"
fiyd zoe,5,nice bermanfaat
Samoel Ayeong,4,sangat membantu untuk krim uang
Nova Siburian,4,disuruh login ulang mulu Mana login malah gk bisa buka app
Umi Khoeriyah,5,mantap sob
Muhammad Zein,5,mudahan aman dan nyaman kedepan nya saat di gunakan amiin
Naimzulfa Zulfanaim3025,5,saya sudah lama pakai dana.. tapi kok belum ada fitur dana cicil ya..
Ary Triaseptiawan,1,banyak erornya ga relate
Ary Conver,1,dana cicilan saya sudah 2 bulan tidak bisa juga digunakan limit ada tagihan saya tidak ada
ayahh Dani,1,dana kalo akun itu belum premium plis deh gabisa in nerima duit dari orang lain. saya kemarin salah satu nomber malah ke tf ke orang salah satu no. tapi orang itu akun nya belum permium. kan saya gabisa cari nama dia siapa apalagi no nya udah ga aktif.
Andy Walcott,5,"mantab dana berguna, aman, mudah bertransaksi"
Elis Fitriyani,1,dana cicil tidak bisa di gunakan. mendingan gausah
Agus Pratama,5,sangat membantu
Abu Qinan,2,kadang ngeleg tidak bisa di pakai
iimboiboi,5,bagus
Haidar Ali Faturohman,5,oke
Martins TLD,5,mantap
Edy Munthe,5,sukses dalam setiap transaksi
GunandaFauzi,5,berguna banget
Ajat Sudrajat,5,sangat bagus
Irma Wati,5,gratis admin
Mr Kucayy,2,"masa kalo ada keluhan kok tanya bot diana wkwk. bot loh yg ditanya in hahaha. gak guna banget itu para admin yg dulu stndby 24jam menangani keluhan pelanggan, sekarang digantikan jadi BOT DIANA yg menangani keluhan pelanggan. gak jelas banget"
Citra Darwati,5,bisa dapat uang 💸💸💸💸
Iqbal Arganthara,3,bintang 3dulu nanti kalo udh muncul dana cicil baru bintang 5pke dana udh lama trus transaksi udh berjuta juta msih gaa muncul fitur nyaa
marhamah tk.alhijrah,5,membuat semua lebih efisien
Opin Djamaludin,5,bagusss
Dedy Nugraha,5,"Good,gracies"
Eko Suprianto,4,top
Bagas Prakoso,1,aplikasi bloon udah dilunasin walaupun telat limit cuman 150k tapi udah 3minggu lebih kagak bisa dipake dana cicilnya asli kocak
VD CAMPUR,5,sangat membantu
Egrai GTA,5,apk nya bagus memudahkan pembelian apapun
Alfatar Alfatar,1,dana gw ilang 34 ribu padahal gada yg ngapain SM ga ad yg ambil atau di pake anehh emg🤮
Muhammad Faris,5,bagus
Raden Trans,5,trimakasih saya sangat puas dengan pelayanan dana
channel fahri algazali86,5,bagus
Ramzi Ramzi,5,mantap
nfz 096,1,"upgrade ke premium lama, katanya nunggu 2 hari, giliran udah 3 hari udah g bisa upgrade gimana iniii????!!!"
Hermon “Pakcik” Symon,3,danasayatidakbertambah cuma notifikasisaja
Andreas Santanu,5,bagus
burhanudin Wokwok,5,terbalik
Mas Anto,5,sangat baik
Alaric Zio Fachrezy,5,kenapaa harus permium
inisial R,5,luar biasa
Youtube Nasib,1,dana cicil gak bisa dipakai. padahal pengguna setia dana tiap bulan transaksi bisa jutaan.
muntaqimuh akbar,1,"APK PALING ANEH , NOMOR BENAR DAN PIN BENAR TPI KENAPA SELALU ADA TULISAN GABISA LANJUT KARNA SISTEM KEAMANAN ,"
Kadarisno,5,dana instan munculkan
Cepi Maulana,4,Susah
Amanda,5,cuman sayang dan intans nya gk ada
Fitri Ikhtia Islami,3,"tidak bisa dana pinjam gmn, kirain semua penguna dana ternyata g semua harusnya semua penguna dana"
Deen Haris,5,👍
raptraz,3,"aplikasinya bagus, untuk transaksi mudah. tapi kenapa akun saya tiba tiba keluar sendiri dan pas mau login ulang malah keluar dari aplikasi. ini saya sudah cukup sering terjadi, beberapa kali hapus install ulang aplikasi untuk perkara seperti ini. mohon bug seperti ini segera di perbaiki"
Zul Ikshan,5,bisa masuk tak
Hulwah Assanaky,5,bagus
Sar Sia,5,mantap
Alief Ervandani,5,jos
Mun Munding,5,aplikasi yg mantap dan sangat membantu dalam transaksi dana digital
Aldian Farizi,5,okep
Ade Putra,4,bagus
Yonki Prasetiyo,5,jangan mempersulit
Rava,5,ok
Raeesa Aurelia,1,Pas mau daftar kok gak bisa ya waktu itu saya mau daftar nah disuruh masukin no telpon udah bener dan berkali kali saya coba masukin tapi pas saya pencet lanjutkan gak terjadi apa apa ini kenapa ya
Roger Gray,1,ini gimana sih kok saya gabisa aktivasi ulang dana cicil.. kalo emang ga niat ngasih yaa gausah begini lah
ardy paking,1,sudah berkali2 buat laporan dana cicil tidak bisa dpakai lagi TPI ngak ada kejelasan nya.udah buat laporan 100x tetep aja kagak bisa.trus gmna lagi dhapus aja kalau tidak bisa dpakai aneh tahun kemarin bisa KK skrng kgk bisa udah 5blan ini sya trus buat laporan aja tpi tetep g bisa.g dbenerin Ama pihak dananya
Feri7777 Feri,5,mengpa saya ngga bisa menggunakan aplikasi ini
Enoxt Fe,5,terbalik
Adam Rukmana,5,apk mantul sangat membantu
Alif ridwan Zaelani,5,pembayaran yang mudah dan gak ribet the best lah 👍
riadi samarinda28,5,bagus
Dedi Kurniawan,1,di aplikasi transfer nya berhasil tapi uang nya tidak terkirim di pengirim kan kocak nih apk DANA
Eka Jorgi,5,nyaman aman
Abie Nellasari,5,"Ini kenapa ya Dana cicil saya tidak bisa di gunakan ? padahal saya selalu bayar tepat waktu. tapi giliran mau di pakai malah tidak tersedia , limit nya masih ada padahal. kecewa banget. tolong dong jangan bikin kapok dan uninstal aplikasi dana"
aksa pratama,5,sangan membatu
Rafasya Fasya,3,perbarui akun dana
shidiq CNA,5,mempermudah transaksi
Ian Arclis,5,SAYA TIDAK BISA MEMBERI KRITIK TAPI BINTANG LIMA DARI SAYA MEMBUKTIKAN DANA ADALAH E-WALLET TERBAIK
Fahtar,1,"sumpah kenapa dah, dana sekarang banyak bug, error dll, padahal dulu bagus ini aku kena bug atau error lagi ga bisa tranfer logo semuanya jadi putih ngeleg, tolong cepet di betulin profesional lah"
Prasasti Prasasti,1,aneh kadang suka error ini apk
Waluyo Rusun,5,bagus mudah di pahami menarik
Yogi Krisdayanto,5,sangat membatu
Diana Roslinakona,5,bagus
Syahwa Wasih,5,good
Yusrial Aldo,5,sangat membantu dalam aktifitas perdagangan atau jual beli
Didik Wahyudi,5,top markotop dana nyaaaa 👍👍👍👍👍👍👍👍👍👍👍👍
NUGI REFALDI,5,mantapp ni apk
Anindiya Syafira,5,bagus
Muhammad Alfian Fian,1,tolong di bantu kenapa jadi putih ketika mau upgrade yah😤🙏
Mar Yati,5,kesel banget transaksi 2024 masa ngk bisa di liat lg
Suhendar Supriatna,5,bagus
Sum Kambori,5,sangat mudah
umroh saputri,5,puas sekallli
Abdul jalil,5,suka
Robi Yandi,5,"mudah, dan biru , DANA dompet digital andalanku, kemanapun di manapun, dana pilihanku 👍"
Zum Roni,5,"cepat, aman, nyaman, ga ribet, jos deh"
Hindun Hr,5,sangat baik
harjunda machmud,5,prosesnya cepat
Salya Rater,1,"aplikasi penipu, top up dari bank salah ketik nomor tetap masuk walau nomor tujuan tidak terdaftar di aku dana"
Puja Abdillah,1,knpa setiap mau login terkendala jaringan trus
Aden Pangestu,5,tolong dong bos ku. untuk login nya cukup kata sandi sama peripikasi wajah aja. jngan ada kode otp nya. soa'nya punya saya kartu nya udah hilang. terus sekarang kaga bisa masuk
Ross Rosita,4,lumayan membantu Saya dalam bertransaksi
4_Agus Juanda_Stikes Cirebon,5,transaksi lebih cepat
Dewi,4,"limit dana cicil masih ada, tp entah kenapa tertulis tidak tersedia, chat DIANA, d arahkan bertanya ke customer care, d customer care juga tdk menemukan jawaban kenapa dana cicil tidak tersedia"
PUTRA,5,mantap
Gugun Gunawan,5,👍
firman Susilo,5,kenapa aplikasi dana tidak menyediakan pinjaman kepada member dana
Haji Ahmad roysita,5,kilat khusus sesuai kebutuhan
Riyo Gicandra,5,saya sangat mudah melakukan aplikasi ini
Napudi Wijaya,5,dana cicil nya tolong di mudahkan
umsi,5,sangat membantu
fharyd ahmad,1,tolol
Amrullah Uwah,4,Sangat Baik Membatu
Qoirunisa sabila,5,bagus apknya tapi sayang dana cicilnya tidak muncul
Tomketslengean_27 Tomi,4,saya ingin mengobrol terkait akun saya dimana bisa bertemu/berkunjung di kantor dana
Siska Ms,5,bagus 👍🏻👍🏻
arif riyanto,5,bagusss jossss
Iwan Kurniawan (Iwan),5,mantap sengat membantu dan bermanfaat good job👍👍👍👍👍
Irana Ager,5,mantep
Nata Wrb,4,cukup memberi kemudahan dalam bertransaksi
Rahmat Imam,5,baik
Nurman sontang,5,aplikasi dana menguntung kan
Suratmi,5,bagus sekali
Dede Supriyanto,1,"hapus aja aplikasi ini. aplikasi ga ada bagusnya. ga guna. banyak kekurangan. lelet,lemot,pelayanan ga bagus."
ZAENAL ARIFIN,5,thanks official
chiko oioi,1,aplikasi ngaco
Pengguna Google,5,Mantapp
monic by,1,suka nge bug lelet suka berhenti sendiri susah mau war daget
Jauhar Maknun,5,cepat dan mudah digunakan
Citra Ceria,1,"DANA SEKARANG UDAH MENGARAH PENIPUAN DAN SUDAH BANYAK KORBAN BERJATUHAN, SALAH SATUNYA SAYA SENDIRI . JANGAN PERNAH MENGGUNAKAN JASA DANA SEBAGAI ALAT TRANSAKSI LAGI , UANG TRANSFER DARI BCA SUDAH BERHASIL DENGAN NOMINAL 200RB TAPI DI DANA BELUM MASUK , DAN AKHIRNYA SAYA MEMBUAT ADUAN KE OPERATOR DANA YG DI LAYANI OLEH CHAT ROBOT, TAK ADA LAYANAN MANUSIA SAMA SEKALI , SEHINGGA UANG ANDA AKAN HANGUS DENGAN SENDIRINYA . DAN ADA JUGA KORBAN LAIN NYA YG BERJATUHAN SEHINGGA MENGALAMI KERUGIAN 11 JT"
Muhamad Rafliii,1,"aplikasi tolol kaga ngerasa bertransaksi tiba"" saldo ketarik otomatis tanpa memasukan pin, tolong dibalikin uang saya!!!"
marina Pelangi,5,keren
Rani,4,cukup sini saja
Rizz Zayyad,1,"hapus iklan judol nya, ganggu banget"
satria dwi kusuma,1,"apa sih dana , tiba' saldo ke potong sendiri gila kek maling apk ini ,"
Zulvina Syah Putri,3,pusing aplikasi nya aneh udh di top up dan berhasil malah saldo nya ga bertambah anehhh
Zunicka Diva,5,"Mntap, tpi kenapa fitur cicilan / dana instan belum muncul padahal saya sudah transaksi pake dana sudah lama"
Nurhama,5,bagus dan sangat membantu
andi1 Kebot,5,dana cicil
Saiful Imron,5,mantap
Dalu Wengi,5,Bagus cuma kok Kode OTP nya sering nggak Dikirim ya saya sudah mencoba 5x
Ifin Aripin,5,bagus
Tri Indah,5,sangat baik
Farma Sikon,1,sering uang keluar tanpa izin
Jukay Tea,1,top up dana belum masuk juga tapi saldo di mbanking ke potong tambah buruk aja dana semakin kemari bukannya tambah bagus malah buruk
Achmad Munazikin,5,bagus & simpel
Siti ika Permata,5,mantap sangat membantu sekali
Pipin Amr,5,bagus sih sejauh ini
