user_name,score,content,clean_content,sentimen
herman syah,2,Baik,,netral
Cep Irpan,2,dana cicilan nyah jelek padahal udah lunas semua anh,dana cicil nyah jelek udah lunas anh,negatif
Rahman 039,2,ko saya ega ada dana cicil nya,ko ega dana cicil nya,netral
Rosnawati Rosna,2,"ngak jelas,,saya sudah satu bulan ngak bisa melakukan transaksi,,buat laporan hampir tiap hari tapih juga tidak di perbaiki",ngak ngak transaksi lapor tapih baik,positif
Helmi Budiansyah,2,"di update apk malah makin lemot, jelek. aneh",update apk lot jelek aneh,negatif
Novaldhikyriawan Novaldhikyriawan,2,ga ada dana cicilnya,dana cicil,netral
Gu Dang,2,knp dana cicil saya tidak tersedia? kok bisa ya dana cicil saya tidak tersedia padahal disitu sudah jls limitnya 150 TPI gak bisa digunakan percuma,knp dana cicil sedia ya dana cicil sedia situ jls limit tpi,netral
Ahmad Fikri,2,"sudah 1 tahun lebih , pembayaran bagus gak naik2 dana cicil.. tetep 100 RB dr awal... payah!!",bayar bagus dana cicil tetep rb dr payah,positif
Ani Karnita,2,"makin kesini makin bad banget, masa top up di atas 100K dipotong 1K, top up lagi di waktu yg sama di bawah 100K kena potong lagi 1K,, bayangkan aja kalau top up sampai 10 kali sehari, lama-lama ku hapus juga nih aplikasi",kesini bad banget top up k potong k top up k kena potong k bayang aja top up kali hari ku hapus nih aplikasi,positif
Hani Humaera,2,punya saya tidak ada fitur dana cicil .ini sudah lama..dan saya selalu update..sangat mengecewakan,fitur dana cicil update kecewa,negatif
Minecraft,2,karena dana ketarik 18000,dana tarik,netral
Realme,2,kak dana saya kenapa belum ada dana cicil padahal saya sudah menggunakan dana ini selama 3tahun knp pesan saya tidak ada yang balas mana dana cicil nya,kak dana dana cicil dana knp pesan balas dana cicil nya,netral
Mus Lihin,2,ngadain dana cicil tapi gak bisa di pake gajelas,ngadain dana cicil pake gajelas,netral
baly cell,2,Jangan nyimpen uang disini beresiko. Adminnya hanya chat bot saja bingung komplain kemana coba,nyimpen uang resiko adminnya chat bot bingung komplain mana coba,netral
Yudi Fiqyu,2,tidak menemukan solusi d mn tanya Diana cs maupun calsenter .d tanya ini itu g ada jwbn cal senter ganguan. mending uinstal aja pindah k gopay.. JD g sehati banyak aupdet g ada solusi,temu solusi d mn ana cs calsenter d g jwbn cal senter ganguan mending uinstal aja pindah k gopay g sehat aupdet g solusi,netral
Noverius Andre,2,dana instan saya tidak muncul padahal sering transaksi sudah premium juga dan barcode QR tidak bisa dibuka,dana instan muncul transaksi premium barcode qr buka,netral
Gisel ajagin,2,DANA CICIL TIDAK TERSEDIA,dana cicil sedia,netral
Rst Roock,2,"saya kasih saran kalau mau nyimpen uang hde2 jangan pakai dana kalo ada masalah susah urusin nya Telpon cs ajh gak bisa langsung beres harus cht diana ,gak ada live cht ,situs judol aja ada live cht ini susah kalo mau beresin kebanyakan nunggu",kasih saran nyimpen uang hde pakai dana kalo susah urusin nya telpon cs ajh langsung beres cht ana live cht situs judol aja live cht susah kalo resin banyak nunggu,negatif
Tompel Pkp,2,aku sdikit kecewa dgn dana cicil Napa alasannya disaat pengajuan buat dana cicil punya aku ditolak alasannya perbanyak pakai dana pdahal stiap hari aku pakai aplikasi dana jdi Dmana letak kesalahannya makasih 🙏,sdikit kecewa dana cicil napa alas saat aju dana cicil tolak alas banyak pakai dana pdahal stiap pakai aplikasi dana jdi dmana letak salah makasih,negatif
Ade Ramdani,3,"aplikasi nya bagus tapi abis di update malah sering crash, lalu tiba tiba keluar sendiri",aplikasi nya bagus abis update crash,netral
Fitri Ikhtia Islami,3,"tidak bisa dana pinjam gmn, kirain semua penguna dana ternyata g semua harusnya semua penguna dana",dana pinjam gmn kirain penguna dana g penguna dana,netral
Dwi Citra,3,"saya meminta bantuan di fitur yang ada tapi ternyata tidak membantu, yang ditanyakan berulang ulang tapi tidak ada solusi",bantu fitur bantu ulang ulang solusi,netral
muhamad romi,3,admin saya ada kendala akun lama sudah 6 hilang.. jadi saya tidak bisa premium kan akun baru ini.. saya mau install aja ni karena tidak ada solusinya melalui chat live,admin kendala akun hilang premium akun install aja ni solusi chat live,netral
Ari Febriansyah,3,bagaiamana dengan masalah saya masa tidak ada jawaban sama sekali selama setahun,bagaiamana tahun,netral
Aqyla imuets,3,jujur..aku baru daftar tapi malah GK bisa trus kakkk udah lupa pin TPI wajahnya tetep GK bisa,jujur daftar trus kakkk udah lupa pin tpi wajah tetep,netral
Rangga Saputra,3,tidak bisa login padahal nmr sudah sama keluar trus,login nmr trus,netral
Hendra Ocha88,3,"Aplikasinya lumayan, kalau bisa upgrade limitnya...",aplikasi lumayan upgrade limit,netral
Andiat Reindaman,3,tolong munculin pitur dana cicil saya,tolong munculin pitur dana cicil,netral
Nurma Galis,3,dana instan saya kok gak ada yaa padahal udah apgeret premium,dana instan yaa udah apgeret premium,netral
andra dare,3,bagus tapi fitur dana cicil ngak masuk padal riwayat uang keluar-masuk juta an,bagus fitur dana cicil ngak masuk padal riwayat uang masuk juta an,positif
STR Memories,3,admin MAHAL!!!,admin mahal,netral
Lim Leam,3,tolong bug nya lebih cepat di betul kan karena jika ada keperluan mendadak pas ada bug gak bisa di pakai,tolong bug nya cepat perlu dadak pas bug pakai,negatif
Helmi Andria,3,Sering minta Upgrade,upgrade,netral
Jodohjaemin,3,"dana kenapa si makin kesini makin banyak bug nya, kayak setiap transaksi pasti ada bug nya capek ih sampe gajadi checkout lewat tiktok muak asli, tolong benerin ya bug nya tapi dibalik semua itu dana bagus kok terima kasih.",dana si kesini bug nya kayak transaksi bug nya capek ih sampe gajadi checkout tiktok muak asli tolong benerin ya bug nya balik dana bagus terima kasih,negatif
Oppo SeriesA18,3,lumayan lah tapi kesalahan nya lambat transaksi nya tolong di perbaiki adminya pls biar agak cepatlah transaksi nya dan lancar,lumayan salah nya lambat transaksi nya tolong baik adminya pls biar cepat transaksi nya lancar,positif
Redmi 9c,3,kenapa saya tidak bisa mengikuti program beta pada akun dana saya,ikut program beta akun dana,netral
anak amak,3,tolong biarkan saya pakai fitur dana cicil,tolong biar pakai fitur dana cicil,netral
Iyan Ardiansyah,3,punya saya gada fitur dana cicil nya padahal udah 4 tahun pemakaian dan sering transaksi juga,gada fitur dana cicil nya udah pakai transaksi,netral
Saiman14 pLAt R,3,sangat bagus dan membantu sekali pelayanan nya memuaskan,bagus bantu layan nya muas,positif
Aznas Pakez,3,kenapa setiap brli paket data diaplikasi dana kadang tidak masuk ke nomor.ini juga tadi beli paket data diaplikasi dana masuk tapi tidak bisa dipakai,brli paket data aplikasi dana kadang masuk nomor beli paket data aplikasi dana masuk pakai,netral
Vinsmoke Septian,3,"Dana Bisnis, uang masuk ga pernah muncul suara notifikasinya",dana bisnis uang masuk muncul suara notifikasi,netral
Deri Aldaz,3,kenapa saya tidak bisa beli emas pake dana cicil..pdhal sebelum y bisa ko skrng ga bisa?,beli emas pake dana cicil pdhal y ko skrng,netral
Lhapo Dhelok,3,Gk bisa2,,netral
Agus Haryanto,3,"pemindahan akun premium sulit dan bertele-tele, nomor lama kartunya hilang, aku ajukan nomor baru,... selama ktp, vermuk, dan keterangan benar, seharusnya mudah, gampang, simpel. males banget klo berurusan sama bot gak guna",pindah akun premium sulit tele tele nomor kartu hilang aju nomor ktp vermuk terang mudah gampang simpel males banget klo urus bot,netral
Dadan Herdiansyah,3,dacilnya ga menyeluruh yg dapet dapet yg ngak nggak kan orang pake dana trus klu emang ga bayar. pas isi saldo langsung aja potong gampang kan,dacilnya dapet dapet ngak orang pake dana trus klu emang bayar pas isi saldo langsung aja potong gampang,netral
arga Muhammad anshor,3,aku daftar bisnis tapi ga bisa kirim pendaftaranya kecewaaaa,daftar bisnis kirim pendaftaranya kecewaaaa,netral
Rina Ruyani,3,Maaf y knpa saya gk bsa login lagi tolong bantuan nya 🙏,maaf y knpa bsa login tolong bantu nya,netral
Selsa Balqis,3,"dana nya error,dan malah menolak pembayaran,percuma udah di isi tapi malah gak bisa di bake bayar,itu salah satu masalah ku yang paling membuat kesal",dana nya error tolak bayar udah isi bake bayar salah ku kesal,negatif
Rosalia Maharani,3,kakkk ini gimana yaa cara ubah nama bisnis nya???,kakkk gimana yaa ubah nama bisnis nya,netral
Clarissa Ayu,3,kenapa sekarang kalo ada tf an masuk notif ga langsung keluar/ ga langsung ada notif tf masuk??? tf masuk jm 7 pagi tp notif masuk jm 9 mlm.. tlong di perbaiki ya pdahal aku udah pake dana udah lama baru ini kenapa gitu?? kan jadi nya aku gatau ada tf masuk apa engga.. masa harus buka aplikasi dulu,kalo tf an masuk notif langsung langsung notif tf masuk tf masuk jm pagi notif masuk jm mlm tlong baik ya pdahal udah pake dana udah gitu nya gatau tf masuk engga buka aplikasi,positif
Sunemi Dapan,3,"kenapa aplikasi ini tidak berfungsi dengan baik di Oppo a95,, log in saja dapet nya kamera belakang trus hitam putih lagi,,, adakah penjelasan",aplikasi fungsi oppo a log in dapet nya kamera trus hitam putih ada jelas,netral
Sonny ari irawan,3,"harusnya tiap buka aplikasi difasilitasi kunci keamanan,mirip mbanking,jadi tiap mau masuk diminta masukan paskeynya",buka aplikasi fasilitas kunci aman mbanking masuk masuk paskeynya,positif
Anisa Rahmafitri,3,aneehh ... bisa2 nya saldo 241 ribu transaksi 30 ribu lewat qriss saldo sisa 181 ribu .. koq bisa transaksi ku jadi ganda,aneehh nya saldo ribu transaksi ribu qriss saldo sisa ribu koq transaksi ku ganda,netral
Puji Lestari,3,"aplikasinya bagus, cuma saran aja klo bisa di DANA BISNIS sediakan fitur notifikasi suara pembayaran Qris bersuara nominal uangnya biar kalau ada transaksi tidak ngecekin layar hp terus,sementara bintang 3 dulu nanti kalau ada perbaikan bintang 5",aplikasi bagus saran aja klo dana bisnis sedia fitur notifikasi suara bayar qris suara nominal uang biar transaksi ngecekin layar hp bintang baik bintang,positif
Marlina Marlina,3,memuas kan,muas,netral
DAVIN AL FACHTAN,3,"dana bisnisnya suka eror, QR gua kaga bisa di TF woii",dana bisnis suka eror qr gua kaga tf woii,netral
Anjas Pratama,3,maaf saya kurangi karna dana cicil saya ga bisa di aktivasi,maaf kurang karna dana cicil aktivasi,netral
Made Agusdwi,3,TOLONG AKTIFKAN FITUR DANA INSTAN DI AKUN KUU,tolong aktif fitur dana instan akun kuu,netral
Riska Ratna Dewi,3,"Masa tiap isi saldo kepotong 1.500 dulu cuma 500, klo kepotong sehari sekali masih mending atau dibatasin sebulan gratis adm brp kali kaya transfer",isi saldo potong klo potong hari mending dibatasin bulan gratis adm brp kali kaya transfer,netral
Rani Rani,3,sangat membantu,bantu,netral
Zoro Night,3,isi pulsa gak masuk masuk aneh,isi pulsa masuk masuk aneh,netral
iwan purnomo,3,ok,ok,netral
Wahyu Tirto,3,ok,ok,netral
Sakura,3,cepat,cepat,positif
Surya Danny,3,apa dana lagi error akun saya tidak bisa terbuka,dana error akun buka,negatif
Hilman Mahpud,3,Ini saya kenapa gak bisa kirim uang hadehh,kirim uang hadehh,netral
ayu lestary,3,dana saya kenapa gabisa pakai data seluler ya harus slalu pakai wifi atau hospot,dana gabisa pakai data seluler ya slalu pakai wifi hospot,netral
Wahyu Inayah,3,sekarang tarik tunai di Alfamart atau Alfamidi ada biaya admin nya 3rb besar kali admin nya dulu gk ada admin nya sekarang ada tolong di perbarui lagi ya dana biar konsumen nya semua sama sama enak kalau untuk transaksi lainya menurutku oke lah,tarik tunai alfamart alfamidi biaya admin nya rb kali admin nya admin nya tolong baru ya dana biar konsumen nya enak transaksi lai turut oke,positif
Pebri Arrobani,3,Selalu sering gangguan,ganggu,netral
Nifri Gincai,3,kenapa dana cicil saya tidak ada,dana cicil,netral
Nayasa 1302,3,gmpng digunain cepet ngirim cuma kadang suka lemot buat transaksi,gmpng digunain cepet ngirim kadang suka lot transaksi,netral
enung rosmanah,3,mantap betul nih,mantap nih,positif
Ready 86,3,"kenapa diaplikasi dana saya gak ada bang btn? sehingga saya gak bisa melakukan transfer kesana. padahal, bang lain semua ada. cuma bang btn yang gak muncul dimenu.",aplikasi dana bang btn transfer kesana bang bang btn muncul menu,netral
Asuii78 Ayangg78,3,bagus,bagus,positif
Berdy_ ??,3,aplikasi nya oke sih cuma kadang-kadang aplikasi suka ngelag saya sering bayar ganda lagi gak 1x - 2x doang tapi sering. tolong pihak dev dana perbaiki dong,aplikasi nya oke sih kadang kadang aplikasi suka ngelag bayar ganda x x doang tolong dev dana baik,positif
Muslim Syaputra,3,puasss Skali pakai dana gak ribettt,puasss skali pakai dana ribettt,netral
Ibnu Wilky,3,"dana cicil fitur scam, dulu engg pernah terlambat, trasaksi perbulan berjuta juta tapi engg bisa di pakek miris",dana cicil fitur scam engg lambat trasaksi bulan juta juta engg pakek miris,negatif
Ahmad Azzhari Noval,3,limit dana cicil pertama kali dapat 100k padahal tiap bulan transaksi sering lebih dari 20jt,limit dana cicil kali k transaksi jt,netral
Icha Putri,3,bagus,bagus,positif
Sugalih 0412,3,kenapa di akun saya tidak ada Fitur Dana Cicil padahal akun saya premium udh lama dan sering bertransaksi dan tidak pinjam apapun.,akun fitur dana cicil akun premium transaksi pinjam apa,netral
ADI DIAN Nofali,3,donwload qris dari dana bisnis gak bisa malah ke pengaturan aplikasi mulu,donwload qris dana bisnis atur aplikasi mulu,netral
Sonic Sonic,3,kenapa di akun saya GK ada dana cicil ya padahal transaksi udah banyak dan udah premium juga,akun dana cicil ya transaksi udah udah premium,netral
Rendi Sanz,3,"dana plus nya error, saat melakukan penarikan udah verifikasi wajah gagal terus , tolong segera dibenerin, saya mau narik dana jadi ga bisa mana saldonya banyak disitu",dana plus nya error tari udah verifikasi wajah gagal tolong dibenerin narik dana saldo situ,negatif
Yohanes Gaming,3,sinyal di hp saya stabil di bilang nya Gak stabil,sinyal hp stabil bilang nya stabil,netral
Dadang Aja,3,"min ko barusan danaku hilang 50 .000 padahal ga ku pake buat apa apa,kemarin Masi 100, terus mau beli paket tinggal 50 ,terus ga ku buat apa apa masa bisa ilang?? sekarang kalo ga di pake bisa ngurang duitnya toh?",min ko barusan dana hilang ku pake kemarin mas beli paket tinggal ku ilang kalo pake ngurang duit,netral
Willi Wly,3,kenapa dana cicil saya tidak tersedia,dana cicil sedia,netral
M Al-ghifari,3,"tolong diperbaikin untuk fitur dana cicil, kenapa limit tidak tersedia/tidak ditemukan saat mau pembayaran, padahal belum pernah dipakai sama sekali",tolong diperbaikin fitur dana cicil limit sedia temu bayar pakai,netral
Muhammad Abrar,3,top up saldo pakai kartu debit visa sudah gak bisa.,top up saldo pakai kartu debit visa,positif
Papua Selatan,3,bagus,bagus,positif
Slamet Riyadi,3,okee,okee,netral
aa diedie,3,saya kecewa kenapa dana cicil tidak aktif lagi padahal semua tagihan dibayar lunas,kecewa dana cicil aktif tagih bayar lunas,negatif
Asofa Ihwan,3,pembayaran gagal tapi saldo berkurang,bayar gagal saldo kurang,negatif
Sawal Udin189,3,"saya kasih bintang 3 karena,aplikasi dana sering gangguan saat mendownload,saya coba download dan uninstall pas mau download lagi tetep ngga bisa",kasih bintang aplikasi dana ganggu mendownload coba download uninstall pas download tetep ngga,netral
ALIZA SYAVIRA,3,kok gak bisa di liat saldo ny kok 0 saldo nyapencairan di rekening ada gak ada transaksi hari ini. padahal ada.,liat saldo ny saldo nyapencairan rekening transaksi,netral
VOBY TENNESSINE (VOBY ANGEL),3,ads much,ads much,netral
Mustikochyo96,3,lumayan bagus shh trkdng dana berkurang sendiri otomatis tnpa transaksi berlangsung,lumayan bagus shh trkdng dana kurang otomatis tnpa transaksi,positif
mde mckr,3,akun dana saya tidak bisa dibuka pasword karena alasan.mohon penjelasannya agar bisa dibuka,akun dana buka pasword alas mohon jelas buka,netral
Nur Nur,3,kok sering ad yg mencoba mengatasnamakan daa y,ad coba mengatasnamakan daa y,netral
Andihan Han,3,kenapa akun dana cicil saya tida bisa di gunakan lagi padahal saya suda melunasi tagihan dana cicil nya,akun dana cicil tida suda lunas tagih dana cicil nya,netral
Safira Maula,3,setelah de ada ga kk di tas wes eew,de kk tas wes eew,netral
Bantu Herry,3,yoi,yoi,netral
Wait Cok,3,"ada bug yang paling rusuh yaitu bug proses upgrade dana premium,padahal saya sudah selesai verifikasi nya dan sudah terdapat tulisan nikmati fitur premunya tapi sampai sekarang masih belum bisa,yang lebih parahnya saya sudah tunggu dari 1 Minggu yang lalu,tolong pihak dari dana segera diperbaiki bug ini",bug rusuh bug proses upgrade dana premium selesai verifikasi nya tulis nikmat fitur premunya parah tunggu minggu tolong dana baik bug,negatif
Ihya Ulum,3,tolong untuk layanan bantuan manusia di tanbahkan di menunya karena kami kesulitan kalo hanya dengan diana,tolong layan bantu manusia tanbahkan menu sulit kalo ana,netral
Agroborneo Kecipir,3,saya ga masuk akun dana saya.kerna kendala kode otp.no saya yg terdaftar di no hilang.jadi ga bisa terima kode otp..saya masih ingat pin saya,masuk akun dana kerna kendala kode otp no daftar no hilang terima kode otp pin,netral
Jarno gondrong boyolali utara,3,"kembali error aplikasi, buka mistery box gagal, udah sepekan, udah update masih sama, udah clear chace, reboot hp,",error aplikasi buka mistery box gagal udah pek udah update udah clear chace reboot hp,negatif
Elim,3,"gak bisa login dana kenapa yaa,, dengan alsasan terjadi kesalahan sambungan, padahal sinyal baguss",login dana yaa alsasan salah sambung sinyal baguss,netral
Melisa Pku,3,lumayan lah...,lumayan,netral
Bjnya Ads,3,"Saya Memberikan 3⭐ Karena Selama Saya Menggunakan APK DANA Sampai Saat INI Belum Bisa Menggunakan Fitur DANA CICIL,..",apk dana fitur dana cicil,netral
Artike,3,oke,oke,positif
Nex Jau,3,paylater gabisa digunakan semua. giliran udah lunas ehhh gabisa digunain lagi padahal bayar ga tepat waktu,paylater gabisa gilir udah lunas ehhh gabisa digunain bayar,netral
Reva Nurajijah,3,aflikasi nya susah di gunakan kalo pakai data sendiri kalo nge hosfot ke orang lain bagus cumn kalo penting banget susah,aflikasi nya susah kalo pakai data kalo nge hosfot orang bagus cumn kalo banget susah,negatif
Andy Official,3,"Itu gimana ya, saya sudah mendapatkan pesan kalau dana cicil saya sudah bisa di gunakan, tetapi pas di klik kok belum bisa aktivasi dan tidak tersedia di akun mu",gimana ya pesan dana cicil pas klik aktivasi sedia akun mu,netral
Sarah Qurrata A,3,ko aku tiba tiba gabisa buka dana goals... padahal aku uda nyimpen disitu kahwhshbanwj,ko gabisa buka dana goals uda nyimpen situ kahwhshbanwj,netral
Aa Gta,3,perkara lupa pin SJ rumit skali,perkara lupa pin sj rumit skali,netral
Ramli Yuni,3,"ade aku mau masuk dana, tapi no dia udah GK aktif eh trus bikin lah akun baru pake nik daftar nya eh malah GK bisa",ade masuk dana no udah aktif eh trus bikin akun pake nik daftar nya eh,netral
Ardi Ansyah,3,"saya masih kurang puas dengan aplikasi ini tdak bisa masuk uang tau apa ini,,, ngk tau entah kendalanya apa,, tidak bisa masuk uang",puas aplikasi tdak masuk uang tau ngk tau kendala masuk uang,positif
Aditya Ramadhani,3,padahal dana cicil sudah lunas.. tapi malah gak bisa dipakai lagi..,dana cicil lunas pakai,netral
Irfan Bule,3,mntap,mntap,netral
Rinaldo Panjaitan,3,"sangat mengecewakan awal nya dana cicil saya ada trs udah pakai beberapa kali trs udah dilunasin tapi tiba"" fitur dana cicil nya hilang,tolong lah min kembalikan dana cicil saya,itu sgt membantu saya",kecewa nya dana cicil udah pakai kali udah dilunasin fitur dana cicil nya hilang tolong min kembali dana cicil sgt bantu,negatif
Muhyhaminsilondae,3,mantap,mantap,positif
Syakila,3,bagai mana cara munculkan dana cicil,muncul dana cicil,netral
Holifah Siwankidul,3,baik,,netral
Pras Doto,3,nambahin sedikit karena mulai membaik,nambahin baik,positif
Irsyadatarizky Fata,3,kenapa dana cicil saya di tolak,dana cicil tolak,netral
rurian 05,3,"aplikasi bagus tapi disaat penting kirim saldo pending sampai 24 jam ,gimana kalau keadaan darurat",aplikasi bagus saat kirim saldo pending jam gimana darurat,positif
cut intan,3,"Akun saya bisa login tapi udah berbulan-bulan nggak bisa transfer, isi pulsa, dan terima uang. Saldo masih 5 ribu. Ini kenapa ya,? Mohon bantu buka pembatasannya. jika tidak bisa di gunakan untuk apa juga aplikasi ini. jika akun ku sudah membaik, akan saya berikan bintang 5.",akun login udah bulan transfer isi pulsa terima uang saldo ribu ya mohon bantu buka batas aplikasi akun ku baik bintang,positif
Naila Karimah,3,gimana kok belum ada perbaikan sama sekali !!!!!! saya sudah menunggu ... sudah 24 jam lebih belum ada konfirmasi lagi,gimana baik tunggu jam konfirmasi,positif
Kanaya Livya,3,KESERINGAN EROR TIAP KALI TF PAKE QRIS GAK BISA DI TEKEN TEKEN,sering eror kali tf pake qris teken teken,netral
Ilham Ilham,3,apk nya bagus cuman aku agak kesal masa saldo dana ku hilang sendiri 33k lagi padahal belum beli apa apa udh hilang aja itu dana,apk nya bagus cuman kesal saldo dana ku hilang k beli hilang aja dana,positif
Jaya Ganteng,3,"Berikan saya fitur dana cicil, masak akun saya premium tapi fitur nya gak lengkap",fitur dana cicil masak akun premium fitur nya lengkap,netral
Irmansyah1986 Arman,3,gimana inih dana CiCil sya ada saldo nya tapi tidak bisa d pakai,gimana inih dana cicil sya saldo nya d pakai,netral
Lutfi Nur h,3,"dana cicil udah aktif tapi tidak bisa buat transaksi ,buat aph kalo ada fitur dana cicil tpi tidak bisa di gunakan ,sangat kecewa",dana cicil udah aktif transaksi aph kalo fitur dana cicil tpi kecewa,negatif
yanuzen yanuzen,3,ok,ok,netral
Yasya,3,plis boleh ga kalau premium nya ga ada soalnya udah di omongin baik baik di Gmail ga bisa juga tolong developer,plis premium nya udah omongin gmail tolong developer,netral
Kembar Nakal',3,cukup baik,,netral
Elok Tri wahyuningsih,3,ok bagus saya percaya klu DANA bisa di andalkan,ok bagus percaya klu dana andal,positif
Endang Siti Hajar,3,"ini kenapa susah banget login??? beberapa kali login ga bisa"" ada kendala spa sih???",susah banget login kali login kendala spa sih,negatif
nuri bird,3,"udh bertahun2 pake dana, ternyata dana suka ya ambil duit ya, wktu itu aku ngisi 500 rb 1 hari 2 hari masih utuh, eh 3 harinya udh kepotong aja 44 rb , dulu jga pernah ada 100 rb di dana terus aku ga buka dana selama 1 bulan terus aku buka kembali duitnya tinggal 700 perak anj.. pdhl aku gk pernah beli apapun di dana kecuali buat beli token listrik.. pertanyaannya = apakah memang di dana itu ada potongan ya setiap bulannya?",tahun pake dana dana suka ya ambil duit ya wktu ngisi rb utuh eh hari potong aja rb jga rb dana buka dana buka duit tinggal perak anj pdhl beli apa dana kecuali beli token listrik tanya dana potong ya bulan,netral
Gisti Okta andira,3,bos gmna cara nya mengambil akun yang hilang karena kartu dan hp nya sudah hilang tidak bisa memasukan otp,bos gmna nya ambil akun hilang kartu hp nya hilang pasu otp,netral
Arllanda Firmansyah,3,cukup baik,,netral
Siti Marelantitipapan,3,saya keperluan dana cicil,perlu dana cicil,netral
Boy Erlangga,3,Dana cicil blum bisa diaktifkan kan padahal sudah ad fitur nya Dapk Dana,dana cicil blum aktif ad fitur nya dapk dana,netral
Dede Ahmad Arman,3,"kenapa apk dana saya TDK ada fitur dana cicil ya, padahal sudah lama saya menggunakan dana",apk dana tdk fitur dana cicil ya dana,netral
Hamalat,3,"dana bener bner mulai jelek bangt leletnya minta ampun g kaya dulu sangat buruk sekarang,di klik tombol kirim ok,setelah itu macet terus",dana bner jelek bangt lelet ampun g kaya buruk klik tombol kirim ok macet,negatif
Ahmad Yani,3,"kenapa dana sekarang kaya gini sih, mau masuk akun sendiri aj susah😠",dana kaya gin sih masuk akun aj susah,negatif
Citra_ Ayu5,3,tidak bisa ganti nama qris di Dana bisnis,ganti nama qris dana bisnis,netral
Didi Didi,3,"sudah bertahun-tahun menggunakan aplikasi dana premium, tetapi pengajuan dana cicil tidak diterima ,diakun saya .",tahun aplikasi dana premium aju dana cicil terima akun,netral
Bang Mild,3,saat bertransaksi menggunakan dana cicil selalu gagal tolong bantu Nya,transaksi dana cicil gagal tolong bantu nya,negatif
Mas Syafii,3,menyenangkan,senang,positif
Local Area,3,tingkatkan lagi keamanan aplikasi DANAnya min. dah itu aja untuk saat ini..,tingkat aman aplikasi dana min dah aja,positif
Alie Herdian,3,ini gimana kok buat tf gak masuk,gimana tf masuk,netral
Amrul Akbar,3,mantap,mantap,positif
fita maharani,3,"apaasihhhh udah d upgrade ke premium knpa.masihhh gbisa tf,pdhal udah d updatee jugaaa",apaasihhhh udah d upgrade premium knpa masihhh gbisa tf pdhal udah d updatee jugaaa,netral
Rizal Wahyudi,3,baik,,netral
Ade seli,3,"kenapa dengan akun saya,yg tadinya nama sendiri kok sekarang berubah menjadi danaid",akun nama ubah danaid,netral
I Made Sugita,3,"kenapa aplikasi tidak pernah bisa menerima uang saldo tetap Rp 1.330 jadi hanya sebagai pelengkap saja atau hemana ini saya tidak paham dengan cara kerjanya tolong kasih enjelasan tentang aplikasi ini , sistim gimana ya🙏",aplikasi terima uang saldo rp lengkap hana paham kerja tolong kasih enjelasan aplikasi sistim gimana ya,netral
niss sa,3,"aplikasi lumayan bagus di awal, tapi untuk ganti sandi baru lumayan susah karna emang saya lupa kata sandi yang lalu, sudah hubungi diana dana tapi gabisa juga, udah DM lewat sosmed tapi belom juga di bales sampe sekarang, padahal saya cuma minta bantuan buat ganti kata sandi, kalo admin liat komentar saya mohon bantuannya ya kak, soalnya masih ada sisa uang yang lumayan🙏",aplikasi lumayan bagus ganti sandi lumayan susah karna emang lupa sandi hubung ana dana gabisa udah dm sosmed bom bales sampe bantu ganti sandi kalo admin liat komentar mohon bantu ya kak sisa uang lumayan,netral
Ade Candra,3,mantap,mantap,positif
aguez Jhiro,3,"aplikasinya bagus,tapi sayang dana cicilnya gk bisa di gunakan,padahal masih ada limit dan tagihan sudah di lunasi semua",aplikasi bagus sayang dana cicil limit tagih lunas,positif
M fitriansyah,3,"min bisa bantu aktifkan dana cicil saya dong, udah update tpi danacicil belum muncul",min bantu aktif dana cicil udah update tpi danacicil muncul,netral
Novaldo Figo,3,Tolong tambah kan tema gelap!,tolong tema gelap,netral
NOOB PLAYER,3,sering eror gak bisa pindai QR,eror pindai qr,netral
febriadenata Teguh,3,ukuran aplikasi terlalu besar,ukur aplikasi,netral
Rizky Zxya,3,aplikasi bagus.. tapi sangat di sayang kan dana instan tidak bisa di gunakan. padahal baru mau coba.,aplikasi bagus sayang dana instan coba,positif
Joe Edi Susanto,3,"terlalu lama saat membuat qris, namun selebihnya sudah baik",qris lebih,netral
Imin Putra,3,dana cicil ga bisa d gunain taii,dana cicil d gunain taii,netral
Jefri Hendri,3,dana sekarang sinyalnya jelek banget keputus mulu keluar aplikasi hadeuh,dana sinyal jelek banget putus mulu aplikasi hadeuh,negatif
Ahmad Hidayatullah,3,"saya beli paket data lewat apk ini, seharian nungguin gak ada masuk. udah hubungi CS cuma disuruh sabar",beli paket data apk hari nungguin masuk udah hubung cs suruh sabar,netral
Akun saya,3,aku sampai sekarang belum dapat pak dana cicil y padahal udh premium tapi ga muncul2 dana cicil nya aneh,dana cicil y premium muncul dana cicil nya aneh,netral
Resta Bintang,3,"kenapa saya belum jg ada dana cicil, padahal pake dana udah lama sama sering transaksi",jg dana cicil pake dana udah transaksi,netral
Jp Big,3,sudah tahunan saya menggunakan aplikasi dana ini... tapi DANA cicil tidak tersedia di aplikasi DANA saya,tahun aplikasi dana dana cicil sedia aplikasi dana,netral
Andri Suha208,3,terbaik,baik,positif
Zoe Jefferson,3,danaa tolong kembalikan uangkuu.. pas aku mau isi wdp aku baru mencet bayar belum masukin kodenya tapi kok udah kesedot? udah mah wdp ya belum masukkk.. balikin donggg tolongg,danaa tolong kembali uangkuu pas isi wdp mencet bayar masukin kode udah sedot udah mah wdp ya masukkk balikin donggg tolongg,netral
